ID_Guardia;ID_Encuestado;ID_Trabajo;Posee Guardias;Remuneracion;Porcentaje (bruto o neto)
63;233;233;No;0;Neto
63;234;234;;;
63;235;235;;;
64;236;236;No;0;Bruto
64;237;237;;;
64;238;238;;;
64;239;239;;;
64;240;240;;;
64;241;241;;;
64;242;242;;;
64;243;243;;;
65;244;244;No;0;Porcentaje de mi sueldo bruto
65;245;245;;;
65;246;246;;;
65;247;247;;;
66;248;248;No;0;Porcentaje de mi sueldo bruto
66;249;249;;;
66;250;250;;;
67;251;251;No;0;Porcentaje de mi sueldo bruto
68;252;252;S’?, activa;22860;Bruto
69;253;253;S’?, pasiva;0;Porcentaje de mi sueldo bruto
70;254;254;No;0;Porcentaje de mi sueldo bruto
71;255;255;No;0;Bruto
72;256;256;No;0;Porcentaje de mi sueldo bruto
72;257;257;;;
72;258;258;;;
72;259;259;;;
72;260;260;;;
73;261;261;No;0;Bruto
73;262;262;;;
74;263;263;S’?, pasiva;0;Porcentaje de mi sueldo bruto
75;264;264;S’?, pasiva;200000;Porcentaje de mi sueldo bruto
75;265;265;;;
76;266;266;No;0;Porcentaje de mi sueldo bruto
76;267;267;;;
76;268;268;;;
76;269;269;;;
76;270;270;;;
76;271;271;;;
77;272;272;No;0;Bruto
77;273;273;;;
77;274;274;;;
77;275;275;;;
78;276;276;No;0;Porcentaje de mi sueldo bruto
78;277;277;;;
78;278;278;;;
79;279;279;S’?, pasiva;0;Porcentaje de mi sueldo bruto
80;280;280;No;0;Porcentaje de mi sueldo bruto
81;281;281;No;0;Porcentaje de mi sueldo bruto
81;282;282;;;
81;283;283;;;
81;284;284;;;
81;285;285;;;
81;286;286;;;
81;287;287;;;
81;288;288;;;
82;289;289;No;0;Porcentaje de mi sueldo bruto
82;290;290;;;
82;291;291;;;
83;292;292;S’?, pasiva;0;Porcentaje de mi sueldo bruto
83;293;293;;;
83;294;294;;;
83;295;295;;;
83;296;296;;;
83;297;297;;;
83;298;298;;;
84;299;299;No;0;Porcentaje de mi sueldo bruto
85;300;300;S’?, activa;300000;Bruto
86;301;301;No;0;Porcentaje de mi sueldo bruto
86;302;302;;;
87;303;303;No;0;Porcentaje de mi sueldo bruto
87;304;304;;;
87;305;305;;;
87;306;306;;;
87;307;307;;;
88;308;308;S’?, pasiva;0;Neto
89;309;309;No;0;Neto
89;310;310;;;
89;311;311;;;
89;312;312;;;
89;313;313;;;
89;314;314;;;
90;315;315;No;0;Porcentaje de mi sueldo bruto
91;316;316;No;0;Neto
92;317;317;No;0;Porcentaje de mi sueldo bruto
92;318;318;;;
93;319;319;No;0;Porcentaje de mi sueldo bruto
93;320;320;;;
93;321;321;;;
93;322;322;;;
93;323;323;;;
94;324;324;No;0;Porcentaje de mi sueldo bruto
95;325;325;No;0;Porcentaje de mi sueldo bruto
95;326;326;;;
95;327;327;;;
96;328;328;No;0;Neto
96;329;329;;;
96;330;330;;;
96;331;331;;;
96;332;332;;;
96;333;333;;;
97;334;334;No;0;Bruto
97;335;335;;;
97;336;336;;;
97;337;337;;;
97;338;338;;;
97;339;339;;;
97;340;340;;;
97;341;341;;;
97;342;342;;;
97;343;343;;;
98;344;344;S’?, pasiva;0;Porcentaje de mi sueldo bruto
98;345;345;;;
98;346;346;;;
98;347;347;;;
99;348;348;No;0;Neto
100;349;349;S’?, pasiva;1600000;Bruto
100;350;350;;;
101;351;351;S’?, pasiva;150000;Neto
101;352;352;;;
101;353;353;;;
102;354;354;No;0;Porcentaje de mi sueldo bruto
102;355;355;;;
102;356;356;;;
102;357;357;;;
103;358;358;S’?, pasiva;0;Bruto
104;359;359;No;0;Porcentaje de mi sueldo bruto
105;360;360;No;0;Porcentaje de mi sueldo bruto
105;361;361;;;
106;362;362;No;0;Bruto
106;363;363;;;
107;364;364;S’?, pasiva;20;Porcentaje de mi sueldo bruto
107;365;365;;;
107;366;366;;;
107;367;367;;;
107;368;368;;;
107;369;369;;;
107;370;370;;;
107;371;371;;;
108;372;372;No;0;Porcentaje de mi sueldo bruto
108;373;373;;;
108;374;374;;;
108;375;375;;;
109;376;376;S’?, pasiva;300000;Neto
109;377;377;;;
109;378;378;;;
109;379;379;;;
110;380;380;No;0;Porcentaje de mi sueldo bruto
110;381;381;;;
110;382;382;;;
110;383;383;;;
110;384;384;;;
111;385;385;No;0;Neto
111;386;386;;;
112;387;387;S’?, pasiva;0;Porcentaje de mi sueldo bruto
113;388;388;No;0;Porcentaje de mi sueldo bruto
113;389;389;;;
113;390;390;;;
113;391;391;;;
113;392;392;;;
114;393;393;No;0;Bruto
114;394;394;;;
115;395;395;S’?, pasiva;0;Neto
115;396;396;;;
115;397;397;;;
116;398;398;No;0;Porcentaje de mi sueldo bruto
116;399;399;;;
116;400;400;;;
116;401;401;;;
116;402;402;;;
116;403;403;;;
116;404;404;;;
116;405;405;;;
116;406;406;;;
116;407;407;;;
116;408;408;;;
117;409;409;No;0;Porcentaje de mi sueldo bruto
117;410;410;;;
118;411;411;No;0;Porcentaje de mi sueldo bruto
118;412;412;;;
118;413;413;;;
119;414;414;No;0;Porcentaje de mi sueldo bruto
119;415;415;;;
119;416;416;;;
119;417;417;;;
119;418;418;;;
119;419;419;;;
119;420;420;;;
120;421;421;No;0;Porcentaje de mi sueldo bruto
120;422;422;;;
120;423;423;;;
121;424;424;No;0;Neto
122;425;425;S’?, pasiva;0;Porcentaje de mi sueldo bruto
122;426;426;;;
122;427;427;;;
123;428;428;No;0;Neto
124;429;429;No;0;Porcentaje de mi sueldo bruto
124;430;430;;;
124;431;431;;;
124;432;432;;;
124;433;433;;;
124;434;434;;;
124;435;435;;;
125;436;436;S’?, pasiva;300000;Bruto
125;437;437;;;
126;438;438;No;0;Porcentaje de mi sueldo bruto
126;439;439;;;
126;440;440;;;
126;441;441;;;
126;442;442;;;
126;443;443;;;
127;444;444;S’?, pasiva;0;Porcentaje de mi sueldo bruto
128;445;445;No;0;Porcentaje de mi sueldo bruto
128;446;446;;;
128;447;447;;;
128;448;448;;;
129;449;449;No;0;Bruto
129;450;450;;;
130;451;451;No;0;Porcentaje de mi sueldo bruto
131;452;452;No;0;Neto
131;453;453;;;
131;454;454;;;
132;455;455;No;0;Bruto
132;456;456;;;
132;457;457;;;
132;458;458;;;
132;459;459;;;
133;460;460;No;0;Porcentaje de mi sueldo bruto
133;461;461;;;
134;462;462;No;0;Neto
134;463;463;;;
134;464;464;;;
135;465;465;S’?, pasiva;0;Neto
136;466;466;No;0;Porcentaje de mi sueldo bruto
137;467;467;S’?, pasiva;150000;Neto
138;468;468;No;0;Porcentaje de mi sueldo bruto
139;469;469;S’?, pasiva;0;Neto
140;470;470;S’?, pasiva;0;Neto
140;471;471;;;
140;472;472;;;
140;473;473;;;
140;474;474;;;
141;475;475;No;0;Porcentaje de mi sueldo bruto
141;476;476;;;
141;477;477;;;
141;478;478;;;
142;479;479;No;0;Bruto
142;480;480;;;
142;481;481;;;
143;482;482;No;0;Porcentaje de mi sueldo bruto
144;483;483;S’?, activa;0;Porcentaje de mi sueldo bruto
144;484;484;;;
144;485;485;;;
145;486;486;S’?, pasiva;0;Neto
145;487;487;;;
145;488;488;;;
145;489;489;;;
146;490;490;No;0;Porcentaje de mi sueldo bruto
147;491;491;No;0;Porcentaje de mi sueldo bruto
147;492;492;;;
148;493;493;S’?, pasiva;10;Porcentaje de mi sueldo bruto
149;494;494;S’?, pasiva;0;Porcentaje de mi sueldo bruto
150;495;495;S’?, pasiva;100000;Neto
151;496;496;S’?, pasiva;0;Porcentaje de mi sueldo bruto
151;497;497;;;
151;498;498;;;
152;499;499;No;0;Porcentaje de mi sueldo bruto
152;500;500;;;
152;501;501;;;
152;502;502;;;
153;503;503;No;0;Porcentaje de mi sueldo bruto
154;504;504;No;0;Neto
154;505;505;;;
154;506;506;;;
154;507;507;;;
154;508;508;;;
154;509;509;;;
154;510;510;;;
155;511;511;No;0;Porcentaje de mi sueldo bruto
156;512;512;No;0;Porcentaje de mi sueldo bruto
156;513;513;;;
156;514;514;;;
156;515;515;;;
156;516;516;;;
157;517;517;No;0;Porcentaje de mi sueldo bruto
157;518;518;;;
157;519;519;;;
157;520;520;;;
157;521;521;;;
158;522;522;S’?, pasiva;0;Porcentaje de mi sueldo bruto
158;523;523;;;
159;524;524;S’?, activa;0;Porcentaje de mi sueldo bruto
159;525;525;;;
159;526;526;;;
159;527;527;;;
159;528;528;;;
159;529;529;;;
159;530;530;;;
159;531;531;;;
160;532;532;No;0;Porcentaje de mi sueldo bruto
160;533;533;;;
161;534;534;S’?, pasiva;0;Porcentaje de mi sueldo bruto
162;535;535;No;0;Porcentaje de mi sueldo bruto
162;536;536;;;
162;537;537;;;
162;538;538;;;
163;539;539;No;0;Porcentaje de mi sueldo bruto
163;540;540;;;
163;541;541;;;
163;542;542;;;
164;543;543;No;0;Neto
165;544;544;No;0;Porcentaje de mi sueldo bruto
166;545;545;No;0;Porcentaje de mi sueldo bruto
166;546;546;;;
167;547;547;S’?, pasiva;400000;Neto
167;548;548;;;
167;549;549;;;
168;550;550;S’?, activa;0;Porcentaje de mi sueldo bruto
168;551;551;;;
169;552;552;No;0;Porcentaje de mi sueldo bruto
169;553;553;;;
170;554;554;S’?, pasiva;0;Neto
171;555;555;S’?, pasiva;750000;Bruto
171;556;556;;;
171;557;557;;;
172;558;558;No;0;Porcentaje de mi sueldo bruto
172;559;559;;;
172;560;560;;;
173;561;561;S’?, activa;0;Neto
173;562;562;;;
173;563;563;;;
173;564;564;;;
173;565;565;;;
173;566;566;;;
173;567;567;;;
174;568;568;No;0;Porcentaje de mi sueldo bruto
174;569;569;;;
174;570;570;;;
174;571;571;;;
174;572;572;;;
174;573;573;;;
174;574;574;;;
174;575;575;;;
175;576;576;No;0;Porcentaje de mi sueldo bruto
176;577;577;No;0;Porcentaje de mi sueldo bruto
176;578;578;;;
176;579;579;;;
177;580;580;S’?, pasiva;0;Porcentaje de mi sueldo bruto
177;581;581;;;
177;582;582;;;
177;583;583;;;
177;584;584;;;
177;585;585;;;
178;586;586;No;0;Porcentaje de mi sueldo bruto
179;587;587;No;0;Porcentaje de mi sueldo bruto
179;588;588;;;
179;589;589;;;
179;590;590;;;
179;591;591;;;
179;592;592;;;
180;593;593;No;0;Porcentaje de mi sueldo bruto
181;594;594;No;0;Porcentaje de mi sueldo bruto
181;595;595;;;
181;596;596;;;
181;597;597;;;
182;598;598;No;0;Porcentaje de mi sueldo bruto
183;599;599;No;0;Porcentaje de mi sueldo bruto
184;600;600;No;0;Porcentaje de mi sueldo bruto
185;601;601;S’?, pasiva;0;Neto
186;602;602;No;0;Neto
186;603;603;;;
186;604;604;;;
187;605;605;No;0;Porcentaje de mi sueldo bruto
187;606;606;;;
188;607;607;No;0;Porcentaje de mi sueldo bruto
188;608;608;;;
188;609;609;;;
189;610;610;No;0;Neto
190;611;611;S’?, activa;0;Porcentaje de mi sueldo bruto
190;612;612;;;
190;613;613;;;
191;614;614;No;0;Porcentaje de mi sueldo bruto
192;615;615;No;0;Neto
192;616;616;;;
192;617;617;;;
192;618;618;;;
193;619;619;No;0;Porcentaje de mi sueldo bruto
193;620;620;;;
193;621;621;;;
194;622;622;No;0;Bruto
194;623;623;;;
194;624;624;;;
194;625;625;;;
194;626;626;;;
195;627;627;No;0;Porcentaje de mi sueldo bruto
196;628;628;S’?, pasiva;0;Neto
196;629;629;;;
196;630;630;;;
196;631;631;;;
196;632;632;;;
197;633;633;S’?, pasiva;100;Bruto
198;634;634;No;0;Bruto
198;635;635;;;
198;636;636;;;
198;637;637;;;
199;638;638;No;0;Porcentaje de mi sueldo bruto
199;639;639;;;
200;640;640;S’?, pasiva;0;Neto
201;641;641;S’?, pasiva;0;Porcentaje de mi sueldo bruto
202;642;642;S’?, pasiva;26000;Bruto
202;643;643;;;
202;644;644;;;
202;645;645;;;
202;646;646;;;
202;647;647;;;
202;648;648;;;
202;649;649;;;
203;650;650;S’?, activa;500;Porcentaje de mi sueldo bruto
203;651;651;;;
203;652;652;;;
203;653;653;;;
203;654;654;;;
203;655;655;;;
203;656;656;;;
204;657;657;No;0;Porcentaje de mi sueldo bruto
204;658;658;;;
204;659;659;;;
204;660;660;;;
204;661;661;;;
204;662;662;;;
204;663;663;;;
204;664;664;;;
205;665;665;No;0;Porcentaje de mi sueldo bruto
205;666;666;;;
205;667;667;;;
205;668;668;;;
205;669;669;;;
205;670;670;;;
205;671;671;;;
206;672;672;No;0;Porcentaje de mi sueldo bruto
207;673;673;No;0;Porcentaje de mi sueldo bruto
207;674;674;;;
207;675;675;;;
207;676;676;;;
208;677;677;No;0;Porcentaje de mi sueldo bruto
208;678;678;;;
208;679;679;;;
208;680;680;;;
208;681;681;;;
209;682;682;No;0;Porcentaje de mi sueldo bruto
209;683;683;;;
209;684;684;;;
209;685;685;;;
209;686;686;;;
209;687;687;;;
209;688;688;;;
209;689;689;;;
209;690;690;;;
209;691;691;;;
209;692;692;;;
210;693;693;No;0;Porcentaje de mi sueldo bruto
211;694;694;No;0;Porcentaje de mi sueldo bruto
211;695;695;;;
212;696;696;No;0;Porcentaje de mi sueldo bruto
212;697;697;;;
213;698;698;No;0;Bruto
214;699;699;S’?, activa;0;Porcentaje de mi sueldo bruto
215;700;700;No;0;Porcentaje de mi sueldo bruto
215;701;701;;;
215;702;702;;;
215;703;703;;;
216;704;704;No;0;Porcentaje de mi sueldo bruto
216;705;705;;;
217;706;706;No;0;Porcentaje de mi sueldo bruto
217;707;707;;;
217;708;708;;;
217;709;709;;;
217;710;710;;;
217;711;711;;;
217;712;712;;;
217;713;713;;;
217;714;714;;;
217;715;715;;;
217;716;716;;;
218;717;717;S’?, pasiva;0;Porcentaje de mi sueldo bruto
219;718;718;S’?, activa;600000;Neto
219;719;719;;;
220;720;720;S’?, pasiva;0;Porcentaje de mi sueldo bruto
220;721;721;;;
221;722;722;No;0;Porcentaje de mi sueldo bruto
221;723;723;;;
221;724;724;;;
221;725;725;;;
222;726;726;S’?, pasiva;0;Bruto
222;727;727;;;
223;728;728;S’?, pasiva;0;Porcentaje de mi sueldo bruto
223;729;729;;;
224;730;730;No;0;Porcentaje de mi sueldo bruto
224;731;731;;;
225;732;732;No;0;Porcentaje de mi sueldo bruto
226;733;733;No;0;Porcentaje de mi sueldo bruto
226;734;734;;;
226;735;735;;;
227;736;736;No;0;Porcentaje de mi sueldo bruto
227;737;737;;;
227;738;738;;;
228;739;739;No;0;Porcentaje de mi sueldo bruto
229;740;740;No;0;Neto
230;741;741;No;0;Porcentaje de mi sueldo bruto
231;742;742;S’?, pasiva;0;Bruto
231;743;743;;;
231;744;744;;;
231;745;745;;;
232;746;746;No;0;Porcentaje de mi sueldo bruto
232;747;747;;;
232;748;748;;;
232;749;749;;;
232;750;750;;;
233;751;751;No;0;Neto
234;752;752;No;0;Porcentaje de mi sueldo bruto
235;753;753;No;0;Neto
236;754;754;No;0;Porcentaje de mi sueldo bruto
236;755;755;;;
237;756;756;S’?, activa;370000;Neto
237;757;757;;;
237;758;758;;;
237;759;759;;;
237;760;760;;;
238;761;761;No;0;Porcentaje de mi sueldo bruto
239;762;762;No;0;Porcentaje de mi sueldo bruto
240;763;763;S’?, pasiva;150000;Neto
240;764;764;;;
240;765;765;;;
240;766;766;;;
240;767;767;;;
240;768;768;;;
241;769;769;No;0;Porcentaje de mi sueldo bruto
241;770;770;;;
242;771;771;S’?, pasiva;0;Porcentaje de mi sueldo bruto
242;772;772;;;
242;773;773;;;
243;774;774;S’?, activa;300000;Bruto
244;775;775;S’?, pasiva;0;Porcentaje de mi sueldo bruto
244;776;776;;;
244;777;777;;;
244;778;778;;;
244;779;779;;;
244;780;780;;;
245;781;781;No;0;Porcentaje de mi sueldo bruto
245;782;782;;;
245;783;783;;;
245;784;784;;;
245;785;785;;;
245;786;786;;;
246;787;787;No;0;Porcentaje de mi sueldo bruto
246;788;788;;;
246;789;789;;;
247;790;790;No;0;Bruto
248;791;791;No;0;Bruto
249;792;792;S’?, pasiva;0;Neto
249;793;793;;;
249;794;794;;;
249;795;795;;;
249;796;796;;;
250;797;797;No;0;Porcentaje de mi sueldo bruto
251;798;798;S’?, pasiva;445400;Bruto
251;799;799;;;
251;800;800;;;
251;801;801;;;
252;802;802;No;0;Porcentaje de mi sueldo bruto
252;803;803;;;
252;804;804;;;
252;805;805;;;
253;806;806;No;0;Porcentaje de mi sueldo bruto
254;807;807;No;0;Porcentaje de mi sueldo bruto
255;808;808;No;0;Porcentaje de mi sueldo bruto
255;809;809;;;
255;810;810;;;
256;811;811;S’?, activa;700000;Bruto
257;812;812;No;0;Porcentaje de mi sueldo bruto
257;813;813;;;
257;814;814;;;
257;815;815;;;
257;816;816;;;
257;817;817;;;
257;818;818;;;
257;819;819;;;
258;820;820;No;0;Porcentaje de mi sueldo bruto
258;821;821;;;
258;822;822;;;
258;823;823;;;
258;824;824;;;
258;825;825;;;
259;826;826;No;0;Porcentaje de mi sueldo bruto
259;827;827;;;
259;828;828;;;
260;829;829;No;0;Bruto
260;830;830;;;
260;831;831;;;
260;832;832;;;
261;833;833;S’?, pasiva;0;Porcentaje de mi sueldo bruto
262;834;834;No;0;Porcentaje de mi sueldo bruto
262;835;835;;;
263;836;836;No;0;Neto
264;837;837;S’?, pasiva;0;Porcentaje de mi sueldo bruto
264;838;838;;;
265;839;839;No;0;Bruto
265;840;840;;;
265;841;841;;;
265;842;842;;;
265;843;843;;;
265;844;844;;;
265;845;845;;;
265;846;846;;;
266;847;847;No;0;Porcentaje de mi sueldo bruto
267;848;848;No;0;Porcentaje de mi sueldo bruto
267;849;849;;;
267;850;850;;;
267;851;851;;;
268;852;852;No;0;Porcentaje de mi sueldo bruto
268;853;853;;;
268;854;854;;;
269;855;855;No;0;Porcentaje de mi sueldo bruto
269;856;856;;;
269;857;857;;;
269;858;858;;;
269;859;859;;;
270;860;860;S’?, pasiva;0;Porcentaje de mi sueldo bruto
271;861;861;S’?, pasiva;0;Porcentaje de mi sueldo bruto
271;862;862;;;
271;863;863;;;
271;864;864;;;
271;865;865;;;
271;866;866;;;
271;867;867;;;
271;868;868;;;
271;869;869;;;
271;870;870;;;
272;871;871;No;0;Porcentaje de mi sueldo bruto
272;872;872;;;
272;873;873;;;
272;874;874;;;
273;875;875;No;0;Porcentaje de mi sueldo bruto
273;876;876;;;
274;877;877;S’?, pasiva;0;Bruto
274;878;878;;;
275;879;879;No;0;Porcentaje de mi sueldo bruto
276;880;880;No;0;Porcentaje de mi sueldo bruto
277;881;881;No;0;Bruto
277;882;882;;;
277;883;883;;;
277;884;884;;;
277;885;885;;;
278;886;886;No;0;Bruto
278;887;887;;;
278;888;888;;;
278;889;889;;;
278;890;890;;;
278;891;891;;;
278;892;892;;;
278;893;893;;;
278;894;894;;;
278;895;895;;;
278;896;896;;;
279;897;897;No;0;Neto
280;898;898;No;0;Neto
280;899;899;;;
280;900;900;;;
281;901;901;S’?, activa;0;Neto
281;902;902;;;
282;903;903;No;0;Porcentaje de mi sueldo bruto
282;904;904;;;
282;905;905;;;
282;906;906;;;
282;907;907;;;
282;908;908;;;
282;909;909;;;
282;910;910;;;
283;911;911;No;0;Porcentaje de mi sueldo bruto
283;912;912;;;
284;913;913;No;0;Porcentaje de mi sueldo bruto
284;914;914;;;
284;915;915;;;
284;916;916;;;
284;917;917;;;
284;918;918;;;
285;919;919;No;0;Porcentaje de mi sueldo bruto
286;920;920;No;0;Bruto
287;921;921;No;0;Porcentaje de mi sueldo bruto
287;922;922;;;
287;923;923;;;
288;924;924;S’?, pasiva;0;Neto
288;925;925;;;
289;926;926;No;0;Porcentaje de mi sueldo bruto
289;927;927;;;
289;928;928;;;
290;929;929;No;0;Porcentaje de mi sueldo bruto
290;930;930;;;
290;931;931;;;
290;932;932;;;
290;933;933;;;
290;934;934;;;
290;935;935;;;
290;936;936;;;
290;937;937;;;
290;938;938;;;
290;939;939;;;
290;940;940;;;
290;941;941;;;
290;942;942;;;
290;943;943;;;
291;944;944;No;0;Porcentaje de mi sueldo bruto
292;945;945;S’?, pasiva;0;Porcentaje de mi sueldo bruto
292;946;946;;;
293;947;947;S’?, pasiva;120000;Bruto
293;948;948;;;
293;949;949;;;
293;950;950;;;
294;951;951;S’?, activa;0;Bruto
294;952;952;;;
294;953;953;;;
294;954;954;;;
294;955;955;;;
294;956;956;;;
294;957;957;;;
295;958;958;No;0;Porcentaje de mi sueldo bruto
296;959;959;No;0;Neto
296;960;960;;;
296;961;961;;;
296;962;962;;;
297;963;963;S’?, pasiva;0;Porcentaje de mi sueldo bruto
297;964;964;;;
298;965;965;No;0;Neto
298;966;966;;;
299;967;967;No;0;Neto
300;968;968;No;0;Porcentaje de mi sueldo bruto
300;969;969;;;
301;970;970;No;0;Porcentaje de mi sueldo bruto
301;971;971;;;
301;972;972;;;
302;973;973;No;0;Porcentaje de mi sueldo bruto
302;974;974;;;
302;975;975;;;
302;976;976;;;
303;977;977;S’?, pasiva;0;Porcentaje de mi sueldo bruto
303;978;978;;;
303;979;979;;;
303;980;980;;;
303;981;981;;;
303;982;982;;;
303;983;983;;;
303;984;984;;;
303;985;985;;;
303;986;986;;;
303;987;987;;;
303;988;988;;;
303;989;989;;;
303;990;990;;;
303;991;991;;;
303;992;992;;;
303;993;993;;;
304;994;994;S’?, pasiva;0;Bruto
304;995;995;;;
304;996;996;;;
305;997;997;S’?, pasiva;0;Porcentaje de mi sueldo bruto
305;998;998;;;
305;999;999;;;
305;1000;1000;;;
305;1001;1001;;;
305;1002;1002;;;
306;1003;1003;S’?, activa;200000;Bruto
306;1004;1004;;;
306;1005;1005;;;
306;1006;1006;;;
306;1007;1007;;;
307;1008;1008;No;0;Neto
307;1009;1009;;;
307;1010;1010;;;
307;1011;1011;;;
308;1012;1012;No;0;Porcentaje de mi sueldo bruto
308;1013;1013;;;
309;1014;1014;S’?, pasiva;0;Neto
309;1015;1015;;;
309;1016;1016;;;
